city_development_index,enrolled_university,education_level,experience,company_size,last_new_job,training_hours,Central_city,Experience_index,relevent_experience_Has relevent experience,relevent_experience_No relevent experience,gender_Female,gender_Male,gender_Other,major_discipline_Arts,major_discipline_Business Degree,major_discipline_Humanities,major_discipline_No Major,major_discipline_Other,major_discipline_STEM,company_type_Early Stage Startup,company_type_Funded Startup,company_type_NGO,company_type_Other,company_type_Public Sector,company_type_Pvt Ltd,company_type_Unknown,target
0.92,0,3,5,4,1,0.238095238,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.691,2,3,4,2,1,0.163690476,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0.899,1,3,7,1,1,0.1875,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0.624,2,3,3,0,6,0.125,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
0.855,2,2,16,8,5,0.041666667,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.92,0,3,15,3,2,0.050595238,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.92,0,4,19,4,5,0.110119048,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.92,0,3,8,0,2,0.101190476,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
0.926,2,2,9,0,1,0.142857143,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.92,0,4,21,0,1,0.446428571,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
0.91,0,3,16,3,5,0.053571429,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.624,2,3,3,1,1,0.029761905,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0.92,0,3,3,0,1,0.083333333,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
0.92,0,4,21,4,5,0.023809524,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.91,0,3,19,5,1,0.041666667,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.698,0,3,12,3,4,0.288690476,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
0.926,0,4,14,4,5,0.348214286,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.91,0,3,17,4,5,0.101190476,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.738,0,4,14,0,1,0.232142857,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.884,0,4,9,4,6,0.535714286,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.92,0,3,1,1,1,0.029761905,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.926,0,3,21,8,3,0.011904762,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.624,0,3,0,3,1,0.068452381,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.92,0,3,6,8,1,0.136904762,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.92,0,3,9,3,1,0.375,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.624,0,4,16,8,4,0.074404762,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0.92,0,3,1,1,1,0.595238095,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.92,0,4,16,3,1,0.217261905,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0.91,0,2,1,2,1,0.416666667,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.624,0,3,1,0,6,0.482142857,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
0.92,2,3,12,5,1,0.029761905,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.855,1,3,15,0,1,0.461309524,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.924,2,3,7,3,4,0.157738095,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.74,0,4,1,3,1,0.083333333,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0.884,0,3,21,0,5,0.392857143,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.92,0,3,21,3,1,0.104166667,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.624,0,3,5,3,1,0.047619048,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0.92,0,3,15,4,5,0.119047619,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.939,1,2,21,2,2,0.151785714,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.698,2,4,4,0,2,0.410714286,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
0.802,2,3,8,0,1,0.107142857,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
0.762,0,3,8,8,1,0.047619048,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.776,2,3,14,6,6,0.154761905,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.91,0,3,12,2,5,0.642857143,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.926,0,2,4,0,6,0.1875,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.698,0,4,9,7,4,0.092261905,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.55,1,3,0,0,1,0.05952381,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0.92,0,3,21,5,5,0.148809524,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.89,0,4,16,6,1,0.148809524,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.939,0,3,14,6,5,0.12202381,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.92,0,3,21,6,1,0.270833333,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.926,2,4,5,0,1,0.029761905,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
0.624,0,4,8,2,1,0.130952381,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0.855,0,3,12,0,1,0.282738095,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.92,0,3,15,0,3,0.119047619,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.92,0,3,21,0,4,0.357142857,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.884,0,4,21,3,2,0.0625,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0.804,0,3,7,1,1,0.104166667,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0.926,0,3,6,2,1,0.154761905,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.624,0,3,1,3,1,0.026785714,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0.92,0,4,12,3,1,0.157738095,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.754,1,2,0,1,5,0.172619048,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0.899,0,3,21,6,5,0.279761905,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.926,2,3,5,0,1,0.279761905,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
0.92,1,3,7,0,1,0.241071429,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.92,0,3,21,3,3,0.142857143,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.624,0,4,8,3,1,0.053571429,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.939,0,2,3,0,6,0.038690476,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.738,0,4,12,4,1,0.642857143,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.698,0,3,21,0,5,0.351190476,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
0.624,0,4,3,3,1,0.071428571,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.92,0,5,21,8,1,0.235119048,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0.92,0,3,14,3,1,0.142857143,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.926,0,3,21,1,1,0.101190476,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.92,0,1,6,0,1,0.101190476,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.64,0,3,14,6,1,0.44047619,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.923,0,3,5,3,4,0.044642857,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0.903,2,4,0,0,6,0.333333333,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
0.913,0,4,12,0,1,0.154761905,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.91,1,3,11,2,1,0.068452381,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.897,0,4,21,3,5,0.136904762,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.92,0,3,17,6,3,0.050595238,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.624,0,3,12,2,2,0.24702381,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0.794,0,3,2,4,2,0.136904762,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0.926,0,3,10,1,1,0.107142857,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.92,1,3,6,2,2,0.142857143,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.92,0,3,16,3,2,0.041666667,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.767,0,3,17,0,1,0.163690476,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.754,2,3,9,0,2,0.026785714,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.804,2,4,7,8,1,0.005952381,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0.926,0,4,8,3,1,0.101190476,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.64,0,3,9,1,5,0.089285714,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.794,1,2,2,2,2,0.050595238,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.878,0,4,15,4,1,0.178571429,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.92,0,3,21,0,1,0.0625,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.754,1,3,8,4,1,0.101190476,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.624,0,4,5,4,2,0.050595238,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0.624,0,3,10,0,5,0.175595238,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
0.855,2,3,7,2,1,0.06547619,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.866,0,3,17,0,1,0.029761905,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
0.897,0,4,6,5,2,0.1875,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.855,1,3,6,4,1,0.291666667,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.926,2,3,3,0,2,0.086309524,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
0.926,0,4,11,6,1,0.047619048,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.92,0,3,15,8,3,0.19047619,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.92,0,3,13,3,2,0.482142857,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.924,0,3,10,2,1,0.12797619,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.92,0,3,9,1,2,0.30952381,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.897,1,3,3,0,1,0.113095238,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
0.926,2,3,14,4,2,0.154761905,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.698,2,2,2,0,6,0.017857143,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.91,0,4,16,0,2,0.410714286,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.92,0,3,11,0,1,0.044642857,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
0.903,0,3,21,3,5,0.053571429,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.89,2,3,9,0,2,0.023809524,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
0.897,2,3,3,0,6,0.077380952,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.939,2,4,1,0,1,0.050595238,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.743,0,1,2,0,6,0.116071429,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.92,0,3,16,4,1,0.110119048,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.527,2,4,8,7,6,0.523809524,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.893,0,4,9,8,4,0.041666667,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.92,1,3,3,8,2,0.071428571,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.776,0,3,5,3,1,0.291666667,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.92,0,3,21,8,5,0.300595238,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.897,0,4,6,2,1,0.023809524,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.92,0,4,3,8,1,0.148809524,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.926,0,4,17,4,5,0.056547619,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.926,1,2,8,6,1,0.303571429,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.92,0,3,15,4,3,0.008928571,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.698,0,3,0,0,1,0.050595238,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.893,0,2,15,3,1,0.074404762,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.92,2,3,5,0,1,0.232142857,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
0.698,0,4,14,1,2,0.047619048,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.804,0,4,12,7,2,0.199404762,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.767,0,2,5,0,1,0.095238095,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
0.624,2,3,4,4,2,0.12797619,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.926,0,4,21,3,5,0.011904762,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.913,0,3,3,0,5,0.294642857,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
0.855,0,4,15,3,6,0.419642857,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.92,2,3,1,0,1,0.05952381,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
0.698,0,3,7,8,6,0.413690476,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.91,1,3,12,6,1,0.49702381,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.92,0,3,13,0,5,0.321428571,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.895,0,5,21,3,1,0.06547619,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.887,0,3,14,1,1,0.19047619,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.884,0,4,15,5,5,0.345238095,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.91,0,4,17,6,5,0.053571429,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.767,0,3,20,8,5,0.101190476,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0.92,2,2,5,2,1,0.050595238,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0.855,0,3,21,0,1,0.041666667,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.624,0,4,1,4,1,0.395833333,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0.848,0,2,10,2,3,0.226190476,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0.698,2,3,1,0,6,0.101190476,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.92,0,4,21,8,1,0.020833333,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.92,0,3,21,0,6,0.041666667,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
0.624,0,4,3,4,1,0.026785714,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0.92,2,3,2,6,1,0.410714286,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.949,0,2,2,0,6,0.035714286,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.884,0,4,4,5,2,0.12202381,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.92,0,4,14,0,1,0.133928571,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0.92,2,3,7,0,1,0.327380952,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
0.895,2,4,1,0,1,0.038690476,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
0.903,0,5,21,6,5,0.160714286,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.92,0,3,15,5,1,0.044642857,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.624,0,3,2,0,2,0.12797619,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
0.897,1,3,3,1,1,0.086309524,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.848,0,3,3,1,1,0.083333333,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.754,0,3,14,0,1,0.1875,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
0.91,1,3,0,0,6,0.104166667,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.754,0,2,4,2,2,0.19047619,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.887,0,2,6,4,1,0.181547619,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.92,2,3,5,6,3,0.017857143,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.92,0,3,11,2,5,0.101190476,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.698,0,4,8,5,3,0.154761905,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.743,0,4,21,8,5,0.571428571,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.887,0,3,11,6,4,0.199404762,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.92,2,3,6,0,1,0.348214286,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
0.624,0,3,2,0,1,0.363095238,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
0.666,0,2,6,2,1,0.056547619,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0.802,0,3,10,3,5,0.154761905,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.926,1,2,3,3,2,0.023809524,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.624,0,4,2,3,1,0.104166667,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0.939,0,3,8,3,4,0.241071429,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.92,0,4,10,3,3,0.321428571,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.92,0,3,2,3,1,0.369047619,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.92,0,3,12,3,2,0.125,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.764,2,3,2,0,2,0.172619048,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
0.923,0,4,19,5,5,0.092261905,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.926,2,3,15,3,1,0.330357143,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.624,0,4,21,8,5,0.032738095,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0.91,2,4,3,0,5,0.035714286,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
0.92,0,3,21,0,5,0.086309524,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.624,0,3,6,4,1,0.041666667,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0.624,0,3,18,0,5,0.279761905,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
0.624,0,2,2,0,1,0.261904762,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.926,0,3,21,4,5,0.125,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.91,0,3,18,3,5,0.026785714,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.926,0,4,2,2,1,0.125,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.802,0,3,10,4,2,0.080357143,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.689,2,4,17,3,5,0.3125,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.92,0,3,14,1,1,0.202380952,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.855,0,4,12,4,2,0.029761905,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.743,1,4,2,1,1,0.172619048,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.893,0,3,21,4,5,0.074404762,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.804,0,3,14,1,1,0.017857143,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.92,2,3,18,0,2,0.071428571,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
0.926,2,4,5,1,1,0.071428571,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0.754,0,3,12,2,1,0.110119048,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0.624,0,3,3,8,1,0.12797619,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0.92,0,3,21,6,5,0.220238095,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.92,0,3,4,0,6,0.101190476,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.682,0,3,6,0,1,0.157738095,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
0.926,0,2,2,0,1,0.142857143,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.92,0,3,10,6,4,0.148809524,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.666,0,3,21,2,5,0.038690476,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.624,0,3,8,2,1,0.12202381,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.92,2,3,5,0,1,0.044642857,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.855,2,3,15,4,2,0.107142857,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0.92,0,3,21,0,1,0.008928571,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
0.899,1,2,4,0,1,0.041666667,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.92,2,2,5,2,1,0.125,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0.939,0,4,9,3,4,0.571428571,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
